name,stuff,bv,difficulty,tags,methods,tools,cook,image_filename
烤箱面包,面包,BV1wJ411E7YS,简单,,烤,烤箱,"食材（1条）
高筋面粉 250g
水 150g
细砂糖 20g
酵母 3g
盐 3g
黄油 20g

一锅流程
1. 除黄油外所有材料混合揉成团，静置10分钟加入软化黄油继续揉至扩展阶段。
2. 室温发酵至2倍大（约1小时），排气整形入模。
3. 二次发酵至8分满。
4. 表面刷蛋液（可省略），入预热180℃烤箱烤30分钟。
5. 出炉脱模晾凉。

小贴士
1. 揉面充分才有拉丝口感。
2. 二次发酵环境温暖湿润效果更佳。",75
烤箱牛肉,牛肉,BV1L64y1r7bk,复杂,,烤,烤箱,"食材（2-3人份）
牛肉块 300克（肥瘦相间更香）
洋葱 半个
腌料：生抽 2勺，蚝油 1勺，黑胡椒 适量，蒜末 适量，料酒 1勺，盐 适量

一锅流程
1. 牛肉切块，用厨房纸吸干水分，与腌料拌匀，腌制30分钟。
2. 洋葱切片铺在烤盘底部，牛肉均匀铺上。
3. 预热200℃烤箱，烤约20-25分钟，中间翻动一次。
4. 出炉撒上葱花或香菜即可。

小贴士
1. 牛肉尽量切均匀易熟。
2. 可加胡萝卜、土豆同烤，风味更佳。
3. 腌料可根据口味调整甜咸和辣度。",76
烤箱茄子,茄子,BV165411N7fQ,简单,,烤,烤箱,"食材（2人份）
长茄子 2根
蒜末 适量
生抽 1勺
蚝油 1勺
芝士碎 适量（可选）
香葱 适量

一锅流程
1. 茄子洗净切两半，表面斜划刀口。
2. 混合蒜末、生抽、蚝油，均匀抹在茄子切面。
3. 放入预热200℃烤箱，烤20分钟，取出撒芝士碎再烤5分钟。
4. 出炉撒葱花即可。

小贴士
1. 茄子提前用盐水浸泡口感更软糯。
2. 喜辣可加辣椒碎。
3. 芝士可用马苏里拉或帕玛森。",77
烤箱炸鸡米花,鸡肉,BV1HE411L7T2,普通,,烤,烤箱,"食材（2-3人份）
鸡胸肉 300克
腌料：生抽 1勺，料酒 1勺，盐、黑胡椒各适量
淀粉 适量
面包糠 适量
鸡蛋 1颗

一锅流程
1. 鸡胸肉切小丁，与腌料混合腌制20分钟。
2. 肉丁依次裹淀粉、蛋液、面包糠。
3. 放入烤盘，喷少许油，预热200℃烤箱烤20分钟，中途翻面烤至金黄酥脆。
4. 出炉可蘸番茄酱享用。

小贴士
1. 想要更脆可二次裹面包糠。
2. 可用空气炸锅同法制作。
3. 鸡肉不要切太大块，易烤熟。",78
炼猪油,猪肉,BV12F411v74c,简单,,烤,烤箱,"食材
猪板油/猪肥肉 500克
少许清水

一锅流程
1. 猪板油切小块，放入耐热烤盘。
2. 加少许清水（防糊锅），盖锡纸。
3. 放入预热180℃烤箱，烤40-60分钟，中途搅拌数次。
4. 油脂出得差不多时取出，用滤网过滤即得猪油。

小贴士
1. 切小块更易出油。
2. 剩下的油渣可加盐炒香做下饭菜。
3. 油要彻底冷却再装瓶保存。",79
流心培根吐司,面包、鸡蛋、猪肉,BV1aZ4y1R7SL,普通,,,烤箱,"食材（1-2人份）
吐司片 2片
培根 2片
鸡蛋 1颗
芝士片 1片
黑胡椒、盐 适量

一锅流程
1. 吐司中间压个坑，培根围一圈。
2. 打入鸡蛋，撒盐黑胡椒，盖芝士片。
3. 放入预热180℃烤箱，烤8-12分钟至蛋黄流心状态。
4. 出炉即食。

小贴士
1. 蛋液太多可去一点蛋白。
2. 喜欢蔬菜可加少许玉米粒或小番茄。
3. 烘烤时间按流心程度调整。",80
冒油牛排,牛肉，土豆,BV1754y1E7Mj,普通,,烤,烤箱,"食材（2人份）
牛排 2块
黄油 10克
蒜片 适量
黑胡椒、盐 适量
迷迭香 1枝

一锅流程
1. 牛排室温放置，撒盐黑胡椒腌10分钟。
2. 烤盘加蒜片、黄油、迷迭香铺底，牛排放上。
3. 预热230℃烤箱，上下火烤7-10分钟（视厚度调节）。
4. 出炉静置3分钟再切片。

小贴士
1. 牛排建议用厚2-3cm西冷或眼肉。
2. 喜欢熟一点可延长2-3分钟。
3. 可加洋葱圈提升风味。",81
年轮蛋糕（难度max）,面包、鸡蛋,BV1WQ4y1q7iz,困难,,,烤箱,"食材（约10层）
低筋面粉 100g
鸡蛋 5个
细砂糖 80g
牛奶 30ml
黄油 40g
蜂蜜 20g

一锅流程
1. 蛋黄蛋白分开，蛋白加糖打发至干性发泡。
2. 蛋黄加牛奶、蜂蜜、融化黄油拌匀。
3. 混合筛入面粉，分次拌入蛋白。
4. 烤盘抹油，取一层面糊薄薄铺平，烤箱上火220℃，每层烤2-3分钟，反复多层。
5. 所有层叠加后出炉冷却，切片享用。

小贴士
1. 面糊薄且均匀，烤色好看。
2. 用上火功能更易出虎皮纹。
3. 可夹馅如红豆、奶油。",82
牛奶烤土司,鸡蛋，面包,BV1KF411Y7WP,普通,,烤,烤箱,"食材（1条）
高筋面粉 250g
牛奶 160ml
糖 25g
盐 3g
酵母 3g
黄油 20g

一锅流程
1. 除黄油外所有材料揉成团，静置10分钟加黄油继续揉至扩展阶段。
2. 一次发酵至两倍大，排气整形，入模。
3. 二发至8分满。
4. 表面刷牛奶，入预热180℃烤箱烤30分钟。
5. 出炉脱模晾凉。

小贴士
1. 用全牛奶代替水，风味更浓。
2. 揉面充分拉丝好吃。",83
千层土豆烘蛋,土豆、鸡蛋,BV1fY41187Xo,困难,,烘,烤箱,"食材（2人份）
土豆 2个
鸡蛋 3个
牛奶 50ml
芝士碎 适量
培根 2片
盐、黑胡椒 适量

一锅流程
1. 土豆切极薄片，泡水去淀粉。
2. 烤盘抹油，铺一层土豆，撒芝士、培根丁、盐黑胡椒，依次叠加。
3. 鸡蛋打散加牛奶，淋在表面。
4. 预热180℃烤箱烤30-35分钟。
5. 表面金黄凝固即可。

小贴士
1. 土豆切越薄越易熟且层次美观。
2. 可用火腿肠代替培根。
3. 芝士量按喜好调整。",84
蔬菜团子,包菜,BV1S44y1P7Qp,简单,,烤,烤箱,"食材（2-3人份）
胡萝卜 半根
玉米粒 50g
豌豆 50g
西葫芦 1个
面粉 80g
鸡蛋 1颗
盐 适量

一锅流程
1. 所有蔬菜切碎，和面粉、蛋、盐混合成团。
2. 分成小团，放烤盘压扁。
3. 预热180℃烤箱，烤20-25分钟。
4. 表面金黄即可。

小贴士
1. 可按喜好增减蔬菜。
2. 面糊稍湿成团，过干加点牛奶。",85
蒜香芝士面包虾,面包、虾,BV1gB4y1c7GY,困难,,,烤箱,"食材（2人份）
大虾 8只
法棍 4片
蒜末 适量
黄油 20g
芝士碎 适量
欧芹末 少许

一锅流程
1. 虾去壳去虾线，从背部剖开。
2. 法棍片上抹黄油蒜末，将虾摆放其上。
3. 撒芝士碎、欧芹末。
4. 预热200℃烤箱，烤8-10分钟至虾熟面包脆。

小贴士
1. 法棍提前烤脆口感更好。
2. 芝士可用马苏里拉。",86
土豆面包,土豆、面包、鸡蛋,BV1H4411572T,普通,,,烤箱,"食材（1条）
高筋面粉 200g
熟土豆泥 80g
牛奶 80ml
糖 20g
盐 2g
酵母 2g
黄油 15g

一锅流程
1. 除黄油外材料混合，揉至光滑加黄油继续揉。
2. 一次发酵至两倍大，排气整形入模。
3. 二发至8分满。
4. 预热180℃烤箱，烤28-30分钟。
5. 出炉脱模晾凉。

小贴士
1. 土豆泥让面包更柔软。
2. 揉面要充分有弹性。",87
土豆挞,土豆,BV1fY41187Xo,普通,,烘,烤箱,"食材（8个）
土豆 2个
淡奶油 80ml
鸡蛋 1颗
盐、黑胡椒 适量
芝士碎 适量

一锅流程
1. 土豆煮熟压成泥，加入奶油、蛋、盐拌匀。
2. 挤入挞模或烤杯。
3. 表面撒芝士碎。
4. 预热180℃烤箱烤20分钟。
5. 表面微金黄即可。

小贴士
1. 土豆泥要细腻顺滑。
2. 芝士碎可增香提味。",88
土豆芝士棒,土豆、香肠,BV1DL4y1j7Nu,困难,,烘,烤箱,"食材（10根）
土豆 1个
马苏里拉芝士 50g
淀粉 15g
盐 适量

一锅流程
1. 土豆煮熟压泥，混合盐和淀粉。
2. 揉成小长条，包裹芝士，搓成长棒。
3. 摆烤盘，预热180℃烤箱烤15-18分钟。
4. 芝士融化即可。

小贴士
1. 搓条时可抹油防粘手。
2. 吃时蘸番茄酱风味更佳。",89
早餐白面包（无鸡蛋版）,面包,BV1Xg4y187BQ,普通,,,烤箱,"食材（1条）
高筋面粉 250g
牛奶 140ml
糖 25g
酵母 3g
盐 2g
黄油 20g

一锅流程
1. 除黄油外材料揉至扩展阶段，加黄油揉匀。
2. 一发至两倍大，排气整形入模。
3. 二发至8分满。
4. 表面刷牛奶，预热180℃烤箱烤28-30分钟。
5. 出炉脱模晾凉。

小贴士
1. 无蛋配方更清淡柔软。
2. 发酵充分更松软。",90
猪肉脯,猪肉,BV174411Z7ar,普通,,烤,烤箱,"食材（2-3人份）
猪肉末 300g
生抽 2勺
蚝油 1勺
白糖 20g
蜂蜜 1勺
黑胡椒 适量

一锅流程
1. 猪肉末加调料拌匀，腌制30分钟。
2. 烤盘铺油纸，肉末摊平压薄（约3-4mm）。
3. 预热150℃烤箱，先烤15分钟，取出刷蜂蜜，翻面再烤10-15分钟。
4. 烤至微干、表面微焦，晾凉切片。

小贴士
1. 用刮板抹平肉泥厚度均匀。
2. 可加辣椒粉制成辣味猪肉脯。",91
欧洲家庭版欧包,鸡蛋、面包,BV1SJ411L7dG,普通,,,烤箱、电饭煲,"食材（1‑2人份）
高筋面粉 350 克／温水 230 毫升／酵母 4 克／细砂糖 15 克／盐 6 克／橄榄油 30 毫升（可选添加坚果）

一锅流程
1. 将所有食材（坚果除外）一次性加入搅拌机或盆中，6 档搅拌约 8 分钟。
2. 若使用坚果等，先泡软再加入面团搅拌 4 分钟。
3. 整形成形后，放发酵篮发酵至约 2 倍大（约 50 分钟）。
4. 表面撒粉划十字纹，烤箱 190 °C 烤约 40 分钟，并在下层放小碗清水增蒸汽。
5. 出炉晾凉切片，即可享用。

小贴士
- 发酵约至两倍大口感最佳。
- 烤箱底部放水可使外壳酥脆。
",92
土豆杂蔬烘蛋,土豆、番茄、胡萝卜、香肠,BV1Y5411S7mu,简单,早餐,烘,烤箱、空气炸锅,"食材（1‑2人份）
土豆 1‑2 个切薄片／洋葱、红椒、青椒、番茄各少许／鸡蛋 3‑4 颗／橄榄油、盐、黑胡椒适量／可选干酪碎

一锅流程
1. 蔬菜切片后控干备用。
2. 热油煎土豆至微金黄，盛出备用。
3. 下洋葱、甜椒等炒软，再铺土豆。
4. 倒入蛋液，小火煎 5 分钟成型，若有烤箱可 200 °C 烤 10 分钟。

小贴士
- 可加入芝士提升风味。
- 慢火煎至底部凝固避免外焦内生。
",93
午餐肉串,午餐肉,BV1MF411t7Ba,简单,零食,炸,空气炸锅,"食材（1‑2人份）
午餐肉 1 罐切块／甜椒或菠萝块若干／竹签若干／可撒孜然粉、辣椒粉调味

一锅流程
1. 串午餐肉与蔬果块交错穿竹签。
2. 空气炸锅预热 180 °C，中层摆入，炸 12-15 分钟，中途翻面一次。
3. 出炉撒孜然粉与烧烤粉调味即可。

小贴士
- 切条块适中避免断裂。
- 无需刷油也能达到脆香效果。
",94
午餐肉薯条,午餐肉、鸡蛋、面包,BV1ti4y1f7nE,简单,零食,炸,空气炸锅,"食材（1‑2人份）
午餐肉 1 罐切 7-8 cm 条／可选裹蛋液与面包糠／蘸酱：蛋黄酱、番茄酱、辣椒酱混合

一锅流程
1. 可先裹蛋液和面包糠，然后炸。
2. 空气炸锅预热 180 °C，单层排放，炸 8 分钟后翻面，再烤 8-10 分钟至金黄。
3. 蘸酱调匀装盘，趁热享用。

小贴士
- 单层且均匀切条更酥脆。
- 若不裹酥层更简单但略缺酥感。
",95
空气炸锅蒜蓉茄子,茄子,BV1aQ4y1D77r,简单,深夜美食,炸,空气炸锅,"食材（1‑2人份）
长茄子 1 根／蒜末 约 2 汤匙／生抽 1 汤匙／蚝油 ½ 汤匙／油 1 汤匙／白糖 1 茶匙／葱花少许

一锅流程
1. 茄子纵切不切断，表面涂油或喷油。
2. 空气炸锅预热至 200 °C，烤 10-12 分钟，中途翻面。
3. 同时调蒜蓉汁并炒香备用。
4. 烤好后涂抹调料，再烤 1-2 分钟让入味。
5. 出锅撒葱花享用。

小贴士
- 蒜汁提前炒香风味更佳。
- 深切口更易入味，表皮脆而内部柔软。
",96
空气炸锅版M记同款薯条,土豆,BV1tq4y1j72x,,同款,,空气炸锅,"食材（1‑2人份）
土豆 1-2 个切条／浸水去淀粉后晾干／可冷冻后刷少量油／撒粗盐调味

一锅流程
1. 薯条浸泡 30-60 分钟后沥干。
2. 冷冻或风干后刷油预热 120 °C 烤 5-7 分钟，再升温至 150 °C 烤 2-3 分钟。
3. 拌盐或香草调味后即食。

小贴士
- 冷冻步骤让薯条更脆结构更好。
- 翻面均匀，不要一次烤太多。
",97
空气炸锅版M记同款薯饼,土豆,BV1Cb4y167zK,,同款,,空气炸锅,"食材（1‑2人份）
土豆 1-2 个煮熟压泥／黄油少许／玉米淀粉 1 茶匙／盐、黑胡椒调味／蛋液与面包糠适量

一锅流程
1. 土豆煮熟压泥加入黄油与调料拌匀。
2. 整形后裹蛋液与面包糠。
3. 空气炸锅预热 180 °C，烤 5 分钟后翻面，再烤 5 分钟至金黄。

小贴士
- 薯泥需细腻无颗粒。
- 卷裹酥皮后口感更酥脆。
",98
空气炸锅版KFC同款奥尔良烤翅,鸡肉,BV1EQ4y1a7C9,,同款,,空气炸锅,"食材（1‑2人份）
鸡中翅 6-8 只／奥尔良腌料粉 35-50g（加水稀释）／料酒或蜂蜜少许／可选少量老抽调色

一锅流程
1. 表面扎孔或划刀，用腌料腌制至少 2 小时（推荐冷藏过夜）。
2. 空气炸锅预热 180-200 °C，平铺鸡翅。
3. 初始烤 10 分钟后翻面，再烤 8-10 分钟。
4. 若喜欢上色可最后刷蜂蜜汁 1-2 分钟。

小贴士
- 扎孔或划刀能让入味更彻底。
- 翻面与酱汁重复涂抹能增强色泽与风味。
",99
空气炸锅炸包菜,包菜,BV1eR4y1j715,简单,童年风味,炸,空气炸锅,"食材（1‑2人份）
包菜半颗（约 250g）撕成块／孜然粉 1 勺／辣椒粉 1 勺／生抽 1 勺／热油 1 勺／盐 ⅓ 勺／花椒粉 ¼ 勺／芝麻适量

一锅流程
1. 将包菜拌入调料，可串签或散放。
2. 空气炸锅预热 180 °C，烤 10 分钟，中途翻面一次。
3. 出锅装盘即可。

小贴士
- 去硬芯更易入味。
- 翻面能均匀受热。
",100
空气炸锅版可乐鸡翅,鸡肉,BV1eT4y1S7Jn,,,,空气炸锅,"食材（1‑2人份）
鸡翅 6 只／生抽 2 勺、老抽 2 勺、料酒 2 勺、可乐 1 罐（约 330ml）、蜂蜜少量、姜片适量，盐少许

一锅流程
1. 鸡翅洗净划刀后，加料酒、姜片腌 10-30 分钟。
2. 加入调料和可乐浸泡入味。
3. 空气炸锅预热 180 °C，烤 15 分钟，中途翻面一次；可最后大火收汁。
4. 出锅撒葱花即可。

小贴士
- 划刀使腌料渗透均匀。
- 蜂蜜助上色也增甜味。
",101
空气炸锅烤时蔬,菌菇、花菜、胡萝卜、西葫芦、包菜、土豆、芹菜、莴笋,BV1a5411u7TH,简单,杂烩,炸,空气炸锅,"食材（1‑2人份）
西兰花、胡萝卜、彩椒、洋葱、南瓜、蘑菇等各100-150g／橄榄油适量／盐、黑胡椒、蒜粉或迷迭香少许

一锅流程
1. 蔬菜切块后拭干，拌油与调料。
2. 空气炸锅预热200 °C，平铺篮内。
3. 烤18-20分钟，中途翻拌1-2次。

小贴士
- 静置沥干可避免出水。
- 出锅后撒芝士粉或香草末提味。
",102
空气炸锅炸万物,土豆、胡萝卜、花菜、西葫芦、芹菜、洋葱、莴笋、菌菇、茄子、包菜、午餐肉、香肠、鸡肉、猪肉、虾、牛肉、鸡肉、番茄、豆腐、面包,BV1wL411F7Cd,简单,杂烩,炸,空气炸锅,"食材（1–2人份）
豆腐 半块（切方块，用厨房纸吸干）
调料：辣椒面、盐、芝麻各适量；米醋、糖、生抽、蚝油少许；麻酱少许

一锅流程
1. 豆腐切块吸干备用。
2. 空气炸锅预热至170°C，炸15分钟，翻面再炸8分钟，至两面金黄脆香。
3. 热油浇在辣椒面、盐、芝麻上激香，加入麻酱、生抽、醋、糖、蚝油调成蘸汁。
4. 将调料淋在炸好的豆腐上或蘸食。

小贴士
- 豆腐必须彻底吸干水分，否则不易炸脆。
- 调料可根据口味微调。
- 此法适用于多种丸子或素食食材，故名“炸万物”。",103
空气炸锅炸包菜串,包菜,BV1DL4y137CD,简单,,炸,空气炸锅,"食材（1–2人份）
包菜叶 若干（洗净撕片或串成串）
火腿肠或香肠 数条切片（可选）
调料：辣椒粉、孜然粉、生抽、芝麻、盐、油少许

一锅流程
1. 包菜撕片或串好，拌入辣椒粉、孜然粉、生抽、芝麻、盐和少许油。
2. 拌好后放入炸篮，单层排列。
3. 空气炸锅预热至170–180°C，炸10分钟，翻面一次；若加入火腿肠，后放入再炸至熟软金黄。

小贴士
- 包菜切片不宜过厚，保持脆嫩。
- 可与香肠搭配，口感更丰富。
- 中途翻面确保均匀受热。",104
空气炸锅炸馒头,面食,BV1DL4y137CD,简单,,炸,空气炸锅,"食材（1–2人份）
冷冻或新鲜小馒头 若干（推荐解冻后的冷冻馒头）
食用油 少许（刷表面）
炼乳或蜂蜜 适量（蘸食）

一锅流程
1. 馒头解冻后表面刷薄油。
2. 空气炸锅预热至180°C。
3. 馒头单层放入炸篮，炸10–15分钟，中途翻面一次，至表面金黄酥脆。
4. 出锅趁热蘸炼乳或蜂蜜。

小贴士
- 解冻充分避免内部不热。
- 中途翻面提升脆度。
- 可撒黑芝麻或刷蛋液增香。",105
空气炸锅炸香肠串,香肠,BV1DL4y137CD,简单,,炸,空气炸锅,"食材（1–2人份）
香肠 若干（可选烟熏或粗肉香肠）
少量油、烧烤调料或孜然粉、辣椒粉适量

一锅流程
1. 香肠串或平铺放入炸篮，刷少量油。
2. 空气炸锅预热至180°C，炸8分钟后翻面，再炸3分钟，至表皮微焦金黄。

小贴士
- 烟熏香肠更具风味。
- 可撒孜然和辣椒粉调味。
- 烧烤酱可提前涂抹增加口感。",106
虾肉茄子卷,虾、茄子、胡萝卜、鸡蛋,BV1aB4y1U7zQ,普通,,炸,空气炸锅,"食材（1–2人份）
长茄子 1 根，切薄片抹油
虾肉或肉馅 100–150g，加蛋液、淀粉、姜葱末、胡椒粉调味

一锅流程
1. 茄子片刷油，铺上调好馅料卷起。
2. 空气炸锅预热至180°C，先烤3分钟定型，翻面再烤3分钟。
3. 刷少量油，继续烤5分钟，两面各刷一次，至熟软金黄。
4. 撒花椒粉和熟芝麻即可。

小贴士
- 馅料加淀粉可锁汁不散。
- 定型后再刷油，馅不易散且更脆。
- 喜欢更脆可适当延长时间。",107
家庭版麦乐鸡块,鸡肉、鸡蛋、土豆、洋葱,BV1uu411v7Qf,普通,,炸,空气炸锅,"食材（1–2人份）
鸡胸肉泥 200g、土豆泥 半个
盐、黑胡椒、奶油奶酪 少许
面糊：鸡蛋1个、面粉50g、淀粉50g、水适量

一锅流程
1. 土豆蒸熟碾泥，与鸡胸肉泥、调料混合定型，冷冻30分钟。
2. 定型后裹面糊，平底锅煎至表面金黄。
3. 放入空气炸锅，200°C炸8分钟，至外酥里嫩。

小贴士
- 冷冻定型让鸡块不易散。
- 面糊稍稠包裹更均匀且脆。
- 中途翻面确保受热均匀。",108
